"Age","Country","Edu","Title","CompSize","DSPeople","CompML","Compensation","YOE","RecPL","YOE_ML","DSCourse","PLNo","VisualNo","HardwareNo","CloudPlatformNo","DatabaseNo"
"40-44","Japan","Master’s degree","Business Analyst","1000-9,999 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","2,000-2,999","3-5 years","Python","2-3 years",0,2,1,1,0,1
"25-29","United States of America","Master’s degree","Software Engineer","1000-9,999 employees","15-19","We recently started using ML methods (i.e., models in production for less than 2 years)","20,000-24,999","< 1 years","Python","< 1 years",3,3,1,1,1,2
"25-29","India","Bachelor’s degree","DBA/Database Engineer","> 10,000 employees","20+","I do not know","10,000-14,999","< 1 years","Python","< 1 years",0,3,2,1,0,1
"30-34","United States of America","Master’s degree","Business Analyst","50-249 employees","0","No (we do not use ML methods)","90,000-99,999","5-10 years","Python","2-3 years",3,3,1,1,0,0
"25-29","Australia","Master’s degree","Data Scientist","1000-9,999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","90,000-99,999","3-5 years","Python","1-2 years",5,1,2,1,1,0
"35-39","United States of America","Doctoral degree","Data Scientist","50-249 employees","10-14","We use ML methods for generating insights (but do not put working models into production)","125,000-149,999","10-20 years","Python","2-3 years",0,3,1,1,1,1
"30-34","Singapore","Master’s degree","Business Analyst","250-999 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999","1-2 years","Python","1-2 years",4,3,1,1,1,1
"22-24","United States of America","Bachelor’s degree","Data Analyst","0-49 employees","3-4","We are exploring ML methods (and may one day put a model into production)","50,000-59,999","1-2 years","SQL","1-2 years",1,2,4,1,1,3
"25-29","China","Bachelor’s degree","Software Engineer","250-999 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999","3-5 years","C","< 1 years",1,3,1,1,1,1
"18-21","Viet Nam","Bachelor’s degree","Data Scientist","250-999 employees","20+","We are exploring ML methods (and may one day put a model into production)","2,000-2,999","1-2 years","C","1-2 years",2,4,1,1,1,2
"25-29","United States of America","Master’s degree","Other","1000-9,999 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","90,000-99,999","3-5 years","R","1-2 years",1,3,2,1,1,0
"35-39","Brazil","Master’s degree","Data Scientist","0-49 employees","1-2","No (we do not use ML methods)","40,000-49,999","10-20 years","Python","1-2 years",1,3,4,2,2,3
"30-34","United States of America","Bachelor’s degree","Product/Project Manager","250-999 employees","5-9","We use ML methods for generating insights (but do not put working models into production)","60,000-69,999","1-2 years","Python","1-2 years",5,3,1,2,2,2
"18-21","Australia","Bachelor’s degree","Data Analyst","1000-9,999 employees","1-2","We are exploring ML methods (and may one day put a model into production)","60,000-69,999","< 1 years","Python","< 1 years",2,3,2,2,1,1
"25-29","India","Bachelor’s degree","Software Engineer","0-49 employees","1-2","We have well established ML methods (i.e., models in production for more than 2 years)","10,000-14,999","1-2 years","Java","2-3 years",1,4,1,1,1,2
"40-44","United States of America","Some college/university study without earning a bachelor’s degree","Other","0-49 employees","1-2","We have well established ML methods (i.e., models in production for more than 2 years)","$0-999","5-10 years","Python","5-10 years",0,2,0,1,0,0
"18-21","India","No formal education past high school","Software Engineer","50-249 employees","5-9","We use ML methods for generating insights (but do not put working models into production)","4,000-4,999","< 1 years","Python","< 1 years",3,3,1,1,1,1
"25-29","Japan","Master’s degree","Data Analyst","50-249 employees","1-2","No (we do not use ML methods)","$0-999","< 1 years","R","< 1 years",0,2,2,1,0,0
"25-29","United States of America","Master’s degree","Data Scientist","250-999 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","125,000-149,999","3-5 years","Python","1-2 years",2,3,4,2,1,2
"45-49","Japan","Master’s degree","Data Scientist","0-49 employees","5-9","We are exploring ML methods (and may one day put a model into production)","60,000-69,999","3-5 years","Python","3-4 years",0,1,1,2,0,0
"45-49","India","Bachelor’s degree","Business Analyst","0-49 employees","3-4","We use ML methods for generating insights (but do not put working models into production)","40,000-49,999","3-5 years","SQL","3-4 years",0,2,2,1,0,0
"45-49","Japan","Bachelor’s degree","Software Engineer","50-249 employees","0","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999","1-2 years","Python","1-2 years",1,6,2,1,1,2
"45-49","Australia","Master’s degree","Data Analyst","250-999 employees","3-4","We are exploring ML methods (and may one day put a model into production)","90,000-99,999","3-5 years","SQL","< 1 years",1,2,0,1,0,0
"22-24","India","Bachelor’s degree","Data Engineer","> 10,000 employees","20+","We are exploring ML methods (and may one day put a model into production)","7,500-9,999","1-2 years","SQL","< 1 years",2,2,0,1,0,0
"30-34","India","Master’s degree","Business Analyst","0-49 employees","1-2","No (we do not use ML methods)","40,000-49,999","1-2 years","Python","1-2 years",4,2,3,2,0,2
"22-24","Indonesia","Bachelor’s degree","Research Scientist","250-999 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","$0-999","< 1 years","Python","< 1 years",1,1,1,1,0,0
"35-39","India","Professional degree","Data Scientist","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999","3-5 years","Python","2-3 years",3,2,4,2,2,0
"25-29","Other","Master’s degree","Data Scientist","0-49 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","7,500-9,999","1-2 years","Python","1-2 years",4,2,3,2,2,2
"30-34","China","Some college/university study without earning a bachelor’s degree","Other","50-249 employees","1-2","No (we do not use ML methods)","10,000-14,999","1-2 years","Python","< 1 years",0,2,2,1,0,0
"30-34","India","Master’s degree","Data Scientist","> 10,000 employees","10-14","We recently started using ML methods (i.e., models in production for less than 2 years)","20,000-24,999","3-5 years","Python","4-5 years",3,3,4,1,2,3
"25-29","India","Bachelor’s degree","Software Engineer","50-249 employees","10-14","We are exploring ML methods (and may one day put a model into production)","5,000-7,499","< 1 years","Python","< 1 years",1,4,2,1,0,0
"40-44","Australia","Doctoral degree","Data Analyst","250-999 employees","1-2","We are exploring ML methods (and may one day put a model into production)","125,000-149,999","20+ years","SQL","10-15 years",1,2,2,1,0,0
"45-49","France","Master’s degree","Data Engineer","1000-9,999 employees","10-14","We are exploring ML methods (and may one day put a model into production)","3,000-3,999","10-20 years","Python","1-2 years",2,1,2,2,0,1
"35-39","Taiwan","Doctoral degree","Research Scientist","> 10,000 employees","10-14","We are exploring ML methods (and may one day put a model into production)","50,000-59,999","10-20 years","Python","10-15 years",1,3,1,2,0,0
"22-24","India","Master’s degree","Research Scientist","0-49 employees","1-2","We are exploring ML methods (and may one day put a model into production)","1,000-1,999","1-2 years","Python","1-2 years",1,2,3,2,1,4
"35-39","Germany","Doctoral degree","Data Analyst","0-49 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","70,000-79,999","5-10 years","Python","5-10 years",1,4,3,1,0,0
"22-24","Philippines","Bachelor’s degree","Data Scientist","50-249 employees","5-9","We use ML methods for generating insights (but do not put working models into production)","4,000-4,999","< 1 years","Python","< 1 years",3,1,1,1,0,1
"25-29","Thailand","Master’s degree","Data Analyst","> 10,000 employees","20+","I do not know","15,000-19,999","< 1 years","Python","< 1 years",2,1,1,1,0,0
"25-29","India","Bachelor’s degree","Data Engineer","0-49 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","$0-999","< 1 years","Python","< 1 years",0,2,3,1,0,0
"40-44","Spain","Master’s degree","Data Scientist","50-249 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","30,000-39,999","1-2 years","Python","1-2 years",3,3,4,1,2,0
"50-54","Other","Master’s degree","Business Analyst","> 10,000 employees","1-2","We are exploring ML methods (and may one day put a model into production)","30,000-39,999","3-5 years","Python","2-3 years",5,1,2,2,2,3
"30-34","India","Master’s degree","Product/Project Manager","> 10,000 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999","1-2 years","Python","1-2 years",3,1,3,2,1,2
"25-29","United States of America","Bachelor’s degree","Data Analyst","50-249 employees","1-2","No (we do not use ML methods)","80,000-89,999","3-5 years","Python","1-2 years",2,2,2,1,0,0
"25-29","Japan","Master’s degree","Other","1000-9,999 employees","20+","We are exploring ML methods (and may one day put a model into production)","3,000-3,999","1-2 years","Python","< 1 years",1,1,3,2,0,1
"45-49","Romania","Master’s degree","Statistician","0-49 employees","1-2","No (we do not use ML methods)","20,000-24,999","5-10 years","Python","4-5 years",6,4,6,2,2,3
"30-34","India","Doctoral degree","Data Analyst","> 10,000 employees","10-14","We are exploring ML methods (and may one day put a model into production)","15,000-19,999","1-2 years","Python","2-3 years",6,2,3,1,0,1
"30-34","Poland","I prefer not to answer","Software Engineer","1000-9,999 employees","3-4","No (we do not use ML methods)","30,000-39,999","1-2 years","Python","2-3 years",1,3,1,2,0,0
"35-39","France","Doctoral degree","Data Scientist","50-249 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","60,000-69,999","10-20 years","Python","5-10 years",2,2,5,1,1,3
"25-29","Russia","Master’s degree","Software Engineer","50-249 employees","1-2","We are exploring ML methods (and may one day put a model into production)","10,000-14,999","< 1 years","MATLAB","< 1 years",3,2,3,1,2,3
"50-54","Germany","Professional degree","Research Scientist","250-999 employees","5-9","We are exploring ML methods (and may one day put a model into production)","100,000-124,999","20+ years","Other","20+ years",2,5,1,3,1,2
"35-39","Spain","Doctoral degree","Data Engineer","250-999 employees","1-2","We are exploring ML methods (and may one day put a model into production)","30,000-39,999","3-5 years","Python","3-4 years",3,3,3,1,1,2
"22-24","Other","Master’s degree","Data Scientist","0-49 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","$0-999","< 1 years","Python","< 1 years",2,1,1,1,0,0
"25-29","Germany","Master’s degree","Research Scientist","1000-9,999 employees","10-14","We are exploring ML methods (and may one day put a model into production)","50,000-59,999","3-5 years","Python","4-5 years",0,1,2,2,0,0
"25-29","China","Bachelor’s degree","Business Analyst","0-49 employees","0","We are exploring ML methods (and may one day put a model into production)","50,000-59,999","1-2 years","Python","< 1 years",4,1,3,2,1,0
"35-39","Other","Master’s degree","Data Engineer","> 10,000 employees","10-14","We are exploring ML methods (and may one day put a model into production)","20,000-24,999","5-10 years","Python","2-3 years",1,4,1,2,2,3
